calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,alcohol,ash,caffeine,theobromine,water
90,0.3,0.0,0.0,2890.0,31.6,4.0,0.0,0.453,0.148,0.043,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,11.0,0.049,0.43,34.0,0.151,89.0,3098.0,0.9,0.25,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,0.3,5.63,0.1,0.0,3.02,0.0,2.42,0.08,0.31,0.02,0.032,0.089,0.0,13.74,0.0,0.0,63.33
42,1.0,0.0,0.0,175.0,0.0,0.0,0.0,0.907,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.026,0.45,9.0,0.048,43.0,277.0,3.0,0.41,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.8,1.22,0.25,0.0,0.05,0.0,0.0,0.93,0.95,0.0,0.0,0.0,0.0,1.05,0.0,0.0,89.75
109,2.5,0.8,84.0,83.0,0.0,13.0,0.0,7.4,1.25,0.29,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.45,0.0,0.0,0.27,0.0,17.0,0.118,0.88,25.0,0.029,213.0,331.0,8.8,3.48,20.27,1.205,1.192,1.748,0.229,3.206,1.042,0.736,0.0,0.998,1.613,1.67,0.473,0.818,0.846,0.76,0.885,0.205,0.646,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.75,0.8,0.26,0.0,1.1,0.0,0.0,76.39
118,0.5,0.1,0.0,2.0,0.0,102.0,0.0,0.681,0.266,0.059,0.158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,1.3,0.0,0.0,0.0,68.0,0.247,2.13,50.0,0.518,165.0,391.0,4.1,0.88,8.33,0.349,0.516,1.008,0.091,1.27,0.325,0.232,0.0,0.368,0.665,0.572,0.125,0.451,0.353,0.453,0.351,0.099,0.235,0.436,21.09,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.14,0.021,0.187,0.0,1.14,0.0,0.0,69.0
53,1.2,0.4,4.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.29,0.0,0.0,0.0,408.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,0.8,0.82,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.408,0.408,0.408,0.0,7.47,0.0,0.0,81.1
381,3.5,0.8,0.0,1715.0,0.0,83.0,0.0,1.92,0.288,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,36.0,0.264,1.67,35.0,1.789,113.0,146.0,5.8,0.85,9.1,0.304,0.349,0.415,0.196,3.037,0.327,0.201,0.0,0.345,0.636,0.221,0.164,0.453,1.018,0.447,0.259,0.109,0.266,0.392,79.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.75,1.36,1.22,0.0,4.9,0.0,0.0,3.3
91,0.1,0.0,0.0,7.0,4.1,8.0,0.0,0.168,0.105,0.039,0.016,714.0,36.0,0.0,428.0,0.0,57.0,0.0,0.044,2.0,0.0,0.23,1.4,10.0,0.066,1.3,6.0,0.072,10.0,93.0,0.0,0.06,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27,1.1,22.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.021,0.026,0.029,0.0,0.25,0.0,0.0,75.66
75,0.1,0.0,0.0,7.0,0.0,8.0,0.0,0.17,0.105,0.039,0.016,726.0,36.0,0.0,0.0,0.0,0.0,0.0,0.044,2.0,0.0,0.0,0.0,10.0,0.068,1.32,6.0,0.073,10.0,95.0,0.0,0.07,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.022,0.026,0.029,0.0,0.25,0.0,0.0,79.62
129,3.2,0.7,0.0,364.0,0.0,0.0,0.0,1.353,0.15,0.018,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.27,0.0,10.0,0.054,0.88,10.0,0.261,33.0,48.0,7.5,0.42,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.03,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.682,1.126,0.915,0.0,1.01,0.0,0.0,70.93
103,3.2,0.6,11.0,213.0,0.0,9.0,0.0,0.1,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,29.0,0.0,0.9,6.0,0.0,8.0,182.0,0.0,0.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.6,1.6,0.7,0.0,0.0,0.0,0.0,74.77
115,4.1,1.1,79.0,167.0,63.0,6.0,0.0,5.745,0.935,0.247,0.06,43.0,13.0,0.0,0.0,0.0,0.0,2.05,0.425,0.0,13.0,0.12,0.0,15.0,0.106,0.9,21.0,0.01,191.0,226.0,22.4,2.68,19.27,1.041,1.091,1.54,0.182,2.613,0.822,0.522,0.15,0.552,1.335,1.59,0.504,0.621,1.041,0.763,0.7,0.205,0.572,0.616,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,4.12,1.124,1.244,1.009,0.0,1.19,0.0,0.0,75.86
244,11.0,4.4,20.0,456.0,0.0,0.0,0.0,3.25,0.5,0.22,0.135,227.0,51.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.8,5.2,113.0,0.111,2.32,22.0,0.26,184.0,174.0,24.0,1.27,10.33,0.379,0.462,0.751,0.137,2.845,0.387,0.385,0.0,0.435,0.856,0.531,0.227,0.524,1.468,0.581,0.319,0.083,0.337,0.529,25.72,2.0,3.3,0.89,0.1,1.01,0.33,0.97,0.0,11.1,4.386,3.627,1.425,0.0,2.08,0.0,0.0,50.77
336,1.3,0.3,0.0,16.0,94.7,633.0,0.0,2.075,1.496,0.226,0.853,50.0,3.0,0.0,30.0,0.0,0.0,0.0,0.357,1.5,0.0,0.39,5.0,110.0,0.845,8.27,184.0,1.528,424.0,1112.0,9.0,3.37,23.52,1.072,1.629,2.84,0.26,4.454,0.971,0.73,0.0,0.956,1.802,1.591,0.335,1.373,1.057,1.178,0.895,0.29,0.76,1.121,60.03,10.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.331,0.106,0.542,0.0,3.24,0.0,0.0,11.95
267,17.0,4.5,111.0,591.0,66.7,21.0,12.0,5.209,1.209,0.234,0.069,75.0,22.0,0.0,0.0,0.0,0.0,0.59,0.227,0.0,5.0,0.33,0.0,24.0,0.162,0.99,22.0,0.13,188.0,253.0,26.2,1.83,21.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.92,4.458,6.446,4.408,0.0,2.45,0.0,0.0,51.92
266,3.3,0.7,0.0,490.0,14.6,111.0,86.0,4.78,0.536,0.243,0.533,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.087,0.0,0.0,0.22,0.2,144.0,0.101,3.61,23.0,0.536,98.0,126.0,22.0,0.74,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.42,2.7,5.67,2.43,0.0,1.57,0.0,1.67,0.0,3.33,0.698,0.599,1.602,0.0,1.98,0.0,0.0,36.42
28,0.1,0.0,0.0,11.0,16.2,56.0,0.0,0.458,0.274,0.081,0.055,1011.0,51.0,19.0,597.0,1.0,1095.0,0.0,0.13,40.1,0.0,1.32,88.1,33.0,0.034,0.61,13.0,0.223,49.0,142.0,0.7,0.28,3.1,0.13,0.161,0.236,0.022,0.417,0.105,0.055,0.0,0.121,0.145,0.156,0.037,0.094,0.127,0.111,0.101,0.032,0.07,0.142,5.35,3.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.018,0.008,0.055,0.0,0.71,0.0,0.0,90.72
414,35.0,10.0,139.0,106.0,75.8,8.0,0.0,5.4,0.98,0.235,0.046,198.0,59.0,0.0,0.0,0.0,7.0,1.85,0.287,0.0,31.0,0.13,0.0,6.0,0.057,1.65,24.0,0.009,230.0,225.0,20.2,1.65,24.58,1.65,1.538,1.394,0.153,2.317,3.48,0.325,0.0,0.444,1.043,1.282,0.333,0.581,2.298,0.709,0.591,0.094,0.376,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.03,10.184,13.718,10.794,0.0,1.15,0.0,0.0,39.42
391,9.7,3.1,0.0,334.0,0.0,80.0,0.0,4.0,0.0,0.34,0.3,1000.0,300.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,0.0,47.0,53.0,0.0,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,1.3,30.8,0.0,0.0,0.0,0.0,0.0,0.0,9.7,3.1,2.1,3.6,0.0,0.0,0.0,0.0,12.75
270,13.0,5.8,39.0,628.0,33.4,26.0,19.0,3.51,0.417,0.19,0.32,261.0,55.0,1.0,55.0,2.0,22.0,1.31,0.374,0.4,3.0,0.09,5.5,123.0,0.098,2.25,23.0,0.254,142.0,184.0,22.7,2.21,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46,1.9,5.24,1.98,0.15,1.78,0.24,0.48,0.61,12.9,5.797,5.035,1.363,0.0,2.38,0.0,0.0,45.78
195,8.1,2.1,94.0,96.0,0.0,9.0,0.0,6.146,1.32,0.236,0.077,61.0,18.0,0.0,0.0,0.0,0.0,0.35,0.39,0.0,0.0,0.0,0.0,12.0,0.08,1.32,24.0,0.021,186.0,249.0,19.6,3.22,28.62,1.561,1.727,2.55,0.366,4.286,1.406,0.888,0.0,1.511,2.148,2.431,0.792,1.135,1.177,0.985,1.209,0.335,0.966,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,2.13,2.94,1.97,0.0,1.06,0.0,0.0,62.24
184,9.0,2.4,127.0,98.0,70.0,5.0,0.0,6.034,1.191,0.187,0.09,68.0,20.0,0.0,0.0,0.0,0.0,0.38,0.413,0.0,4.0,0.19,3.9,12.0,0.061,1.09,23.0,0.02,202.0,264.0,25.7,2.07,24.03,1.441,1.657,2.331,0.287,3.868,1.198,0.712,0.0,1.149,2.0,2.215,0.678,0.955,1.012,0.984,1.114,0.27,0.881,1.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,2.446,3.564,1.855,0.0,1.02,0.0,0.0,66.74
228,9.7,3.6,168.0,617.0,93.3,71.0,51.0,3.187,0.0,0.293,0.378,347.0,98.0,0.0,12.0,3.0,140.0,0.81,0.071,1.1,26.0,0.91,0.8,192.0,0.084,2.3,20.0,0.235,200.0,173.0,30.3,1.29,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,0.4,2.13,0.43,0.0,0.4,0.33,0.57,0.4,9.66,3.592,2.721,1.735,0.0,2.45,0.0,0.0,52.58
717,79.0,8.6,59.0,568.0,0.0,8.0,0.0,0.005,0.297,0.0,0.0,280.0,84.0,0.0,0.0,0.0,0.0,0.26,0.577,0.0,0.0,22.0,24.7,18.0,0.0,0.5,1.0,0.0,28.0,34.0,1.6,0.12,1.1,0.061,0.072,0.094,0.023,0.143,0.037,0.026,0.0,0.065,0.095,0.072,0.035,0.057,0.044,0.088,0.055,0.017,0.046,0.074,2.7,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,79.4,8.6,13.0,55.0,0.0,1.5,0.0,0.0,15.3
87,1.3,0.2,137.0,97.0,0.0,11.0,0.0,1.667,0.512,0.08,0.047,50.0,15.0,0.0,0.0,0.0,0.0,3.1,0.134,0.5,0.0,0.0,0.0,51.0,0.58,1.11,33.0,0.217,241.0,238.0,34.2,1.48,17.52,0.99,1.528,1.809,0.196,2.983,1.054,0.356,0.0,0.847,1.388,1.523,0.494,0.737,0.578,0.69,0.707,0.244,0.583,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.216,0.251,0.413,0.0,1.07,0.0,0.0,80.8
386,8.9,5.4,7.0,253.0,40.6,430.0,422.0,21.2,10.1,1.9,1.7,3133.0,940.0,0.0,0.0,0.0,0.0,7.9,2.1,96.6,214.0,6.0,129.3,668.0,0.284,4.98,250.0,0.743,673.0,289.0,46.7,5.73,16.19,0.66,1.37,1.88,0.15,3.37,0.78,0.4,0.0,0.56,1.25,0.58,0.22,0.87,1.15,0.96,0.57,0.22,0.58,0.74,60.21,5.1,25.0,0.52,5.62,1.24,0.0,10.04,7.58,8.92,5.36,2.428,1.132,0.0,3.81,0.0,0.0,10.87
258,18.0,5.0,78.0,64.0,51.1,5.0,0.0,4.343,0.696,0.151,0.043,308.0,88.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,2.0,0.27,4.1,18.0,0.063,1.22,16.0,0.02,120.0,145.0,19.9,1.93,22.18,1.338,1.418,1.978,0.302,3.2,1.619,0.632,0.0,1.072,1.586,1.763,0.577,0.852,1.162,0.793,0.905,0.241,0.696,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,5.02,7.13,4.0,0.0,0.64,0.0,0.0,60.93
276,14.0,5.1,16.0,555.0,24.5,34.0,34.0,2.379,0.332,0.233,0.216,339.0,65.0,0.0,88.0,0.0,55.0,0.62,0.149,3.4,0.0,1.13,8.2,152.0,0.17,1.36,25.0,0.323,181.0,209.0,9.0,1.71,11.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,2.2,4.85,1.32,0.14,2.51,0.0,0.87,0.0,14.43,5.083,5.89,2.578,0.0,2.44,0.0,0.0,46.71
123,0.2,0.0,0.0,241.0,0.0,74.0,0.0,0.552,0.219,0.067,0.095,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,1.2,0.0,0.0,0.0,44.0,0.262,2.77,42.0,0.255,142.0,378.0,1.2,0.9,9.49,0.398,0.587,1.148,0.103,1.447,0.37,0.264,0.0,0.419,0.757,0.651,0.143,0.513,0.402,0.516,0.399,0.112,0.267,0.496,21.85,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.024,0.013,0.093,0.0,1.5,0.0,0.0,66.99
236,7.0,0.8,0.0,682.0,0.0,13.0,0.0,5.6,0.0,0.1,0.4,47.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,0.0,0.0,0.0,0.0,50.0,0.0,3.8,0.0,0.0,140.0,483.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,3.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,1.3,4.8,0.0,1.4,0.0,0.0,46.9
147,2.3,0.5,10.0,317.0,0.0,66.0,0.0,4.617,0.425,0.227,0.27,47.0,2.0,0.0,28.0,0.0,72.0,0.12,0.176,1.2,0.0,0.28,0.0,169.0,0.075,1.84,23.0,0.297,122.0,253.0,17.0,0.66,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42,1.3,3.09,1.28,0.0,1.18,0.0,0.63,0.0,2.31,0.476,0.521,1.037,0.0,1.82,0.0,0.0,64.33
104,2.8,1.2,4.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0.86,0.0,0.0,0.0,376.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,2.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.2,0.0,0.0,0.0,0.6,0.0,0.0,76.6
446,19.0,3.7,0.0,2541.0,39.1,9.0,0.0,0.286,0.056,0.052,0.034,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.037,0.3,0.0,0.0,0.0,55.0,0.69,3.31,262.0,0.496,92.0,919.0,0.0,10.3,18.55,0.875,3.049,1.873,0.228,3.262,1.358,0.515,0.0,0.956,1.572,1.386,0.417,0.924,0.756,0.868,0.683,0.326,0.77,1.491,53.75,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,3.67,6.032,8.844,0.0,3.8,0.0,0.0,4.5
471,19.0,13.0,0.0,423.0,0.0,59.0,0.0,2.3,0.0,0.18,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,32.0,0.0,82.0,197.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,2.4,39.7,0.0,0.0,0.0,0.0,0.0,0.0,19.1,12.7,2.1,3.7,0.0,0.0,0.0,0.0,2.5
73,0.0,0.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,290.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,0.8,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,80.6
418,12.0,3.1,2.0,1111.0,0.0,11.0,0.0,0.937,0.48,0.02,0.046,115.0,6.0,0.0,0.0,0.0,0.0,0.09,0.128,0.1,0.0,0.0,0.0,57.0,0.085,0.59,24.0,0.315,489.0,113.0,0.0,0.57,7.0,0.336,0.302,0.382,0.132,1.847,0.254,0.177,0.0,0.254,0.632,0.198,0.133,0.343,0.715,0.336,0.224,0.071,0.241,0.32,69.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,3.091,6.719,1.682,0.0,3.6,0.0,0.0,7.8
399,5.4,0.7,0.0,483.0,18.6,690.0,671.0,17.2,0.0,1.5,1.3,2586.0,748.0,32.0,50.0,0.0,787.0,5.2,1.7,0.2,138.0,0.5,1.4,19.0,0.14,15.5,36.0,0.0,140.0,177.0,17.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,5.2,21.9,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.7,2.7,1.7,0.0,2.7,0.0,0.0,2.9
508,29.0,9.3,0.0,467.0,13.4,68.0,49.0,3.45,0.455,0.155,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.045,0.0,0.0,0.54,7.8,21.0,0.097,2.8,17.0,0.0,82.0,114.0,6.8,0.51,6.5,0.2,0.235,0.304,0.134,2.158,0.244,0.114,0.0,0.23,0.46,0.141,0.105,0.294,0.798,0.329,0.129,0.065,0.145,0.29,56.24,3.3,4.23,0.0,0.0,0.0,0.0,0.0,0.0,28.59,9.277,13.562,3.568,0.0,1.49,0.0,0.0,7.18
110,0.4,0.1,0.0,241.0,30.6,104.0,0.0,0.711,0.157,0.089,0.097,15.0,1.0,0.0,9.0,0.0,0.0,0.0,0.072,0.3,0.0,0.02,2.9,36.0,0.259,1.5,43.0,0.421,125.0,268.0,2.6,1.01,7.6,0.311,0.702,0.849,0.097,1.291,0.319,0.193,0.0,0.306,0.572,0.486,0.062,0.321,0.32,0.348,0.27,0.072,0.241,0.338,19.65,5.4,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.066,0.079,0.164,0.0,0.81,0.0,0.0,71.54
363,5.5,1.3,2.0,1644.0,14.5,168.0,154.0,7.9,0.277,0.67,0.74,16.0,4.0,0.0,2.0,1.0,4.0,0.5,0.17,0.0,2.0,0.11,0.5,418.0,0.031,30.38,26.0,0.136,80.0,132.0,16.6,0.42,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.96,4.2,2.76,0.0,0.0,0.0,0.0,0.0,0.0,5.46,1.33,2.88,1.05,0.0,5.89,0.0,0.0,6.71
65,0.2,0.0,0.0,35.0,24.1,19.0,0.0,0.851,0.151,0.12,0.071,4277.0,214.0,968.0,2082.0,0.0,637.0,0.0,0.074,3.2,0.0,0.38,23.5,25.0,0.083,0.82,22.0,0.379,51.0,169.0,0.3,0.49,2.86,0.123,0.193,0.303,0.026,0.39,0.104,0.073,0.0,0.139,0.19,0.17,0.034,0.12,0.07,0.136,0.115,0.029,0.074,0.149,13.09,4.4,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.031,0.01,0.072,0.0,0.67,0.0,0.0,83.23
293,4.0,0.9,1.0,376.0,0.0,95.0,69.0,3.926,0.278,0.337,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.063,0.0,0.0,0.0,0.0,119.0,0.138,3.33,26.0,0.421,103.0,131.0,0.0,0.68,9.0,0.308,0.346,0.449,0.191,2.92,0.323,0.196,0.0,0.354,0.637,0.245,0.158,0.444,0.97,0.44,0.267,0.106,0.261,0.397,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.892,1.771,0.818,0.0,2.1,0.0,0.0,30.4
378,4.6,1.0,0.0,489.0,28.3,593.0,574.0,18.5,0.0,1.6,1.4,1852.0,554.0,2.0,3.0,0.0,148.0,5.6,1.852,22.2,148.0,0.31,1.4,296.0,0.282,16.7,59.0,0.0,222.0,285.0,21.1,13.9,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,7.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.0,1.6,1.8,0.0,3.5,0.0,0.0,2.6
238,16.0,6.1,84.0,92.0,70.1,10.0,0.0,5.034,0.593,0.177,0.043,10.0,3.0,0.0,0.0,0.0,0.0,2.79,0.332,0.0,2.0,0.13,2.8,37.0,0.066,2.41,20.0,0.012,194.0,308.0,19.2,5.82,22.86,1.431,1.487,2.058,0.235,3.426,1.551,0.742,0.0,1.01,1.782,1.893,0.588,0.891,1.164,0.915,0.884,0.116,0.703,1.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.54,6.075,7.325,0.408,0.0,1.04,0.0,0.0,59.36
205,6.4,1.9,13.0,354.0,0.0,89.0,0.0,4.85,0.435,0.28,0.405,70.0,3.0,0.0,42.0,0.0,72.0,0.18,0.1,1.3,0.0,0.29,0.0,210.0,0.101,2.14,22.0,0.376,101.0,186.0,23.2,0.96,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66,1.6,3.61,1.69,0.0,1.1,0.0,0.82,0.0,6.41,1.917,2.356,1.617,0.0,1.83,0.0,0.0,55.03
189,12.0,1.5,0.0,555.0,0.0,17.0,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,87.0,0.0,2.1,0.0,0.0,36.0,484.0,0.0,0.3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.5,7.1,2.4,0.0,3.6,0.0,0.0,58.6
310,21.0,7.3,107.0,685.0,0.0,0.0,0.0,5.687,1.172,0.345,0.138,64.0,19.0,0.0,0.0,0.0,0.0,0.48,0.235,0.0,0.0,0.24,0.0,30.0,0.084,1.38,21.0,0.139,153.0,243.0,28.4,1.34,19.14,1.08,1.072,1.288,0.22,4.434,1.594,0.452,0.474,0.557,1.156,0.823,0.275,0.725,1.522,0.739,0.626,0.145,0.58,0.691,11.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99,7.344,9.129,2.297,0.0,2.27,0.0,0.0,46.4
116,3.4,0.9,47.0,40.0,0.0,0.0,0.0,3.494,0.265,0.07,0.037,24.0,7.0,0.0,0.0,0.0,0.0,1.14,0.329,0.0,3.0,0.46,0.0,3.0,0.048,1.39,22.0,0.004,192.0,352.0,1.1,2.78,20.15,1.049,1.325,0.0,0.0,2.81,1.097,0.726,0.0,0.838,1.52,1.595,0.663,0.783,0.647,0.708,0.73,0.211,0.678,0.889,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.875,1.009,0.198,0.0,1.02,0.0,0.0,74.14
161,8.5,3.7,59.0,45.0,0.0,0.0,0.0,3.257,0.313,0.076,0.071,56.0,17.0,0.0,0.0,0.0,0.0,1.53,0.28,0.0,8.0,0.39,0.0,3.0,0.06,2.09,20.0,0.009,174.0,319.0,4.7,3.66,19.77,1.029,1.301,0.0,0.0,2.757,1.077,0.712,0.0,0.822,1.492,1.565,0.65,0.769,0.635,0.695,0.716,0.207,0.665,0.873,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,3.689,3.054,0.261,0.0,0.91,0.0,0.0,69.43
